danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo,uri,title,artist,mood
0.26,0.981,-4.44,0.119,0.013,0.000351,0.0711,98.801,spotify:track:1Lt8syHUCHJsQqg1NMxXBB,Fuck Bar Culture,Coke Bust,angry
0.465,0.795,-6.268,0.0479,0.000211,1.38E-06,0.205,126.76,spotify:track:5rJ95NmuPajwdqLeO0DWHo,"I’m Not Your Mother, I’m Not Your Bitch",Courtney Barnett,angry
0.382,0.976,-9.724,0.0805,3.03E-05,0.0439,0.565,130.052,spotify:track:4A4NIKmtHf3EsXYZYrlvHd,Heave Ho,Cows,angry
0.398,0.53,-11.294,0.0359,0.894,0.837,0.191,99.982,spotify:track:26QwrSxhIuYbCWFASbaYv1,"Variation I, Strings",Croptal,angry
0.273,0.503,-16.457,0.0948,0.333,0.924,0.0861,196.27,spotify:track:7G44YYZDcTYoE6JzquxhQH,Elysium,Cshob,angry
0.247,0.826,-11.877,0.0484,0.414,0.0941,0.475,97.772,spotify:track:49lFxjEpi3oXvnAr6zM6CP,Stand Proud,D.Y.S.,angry
0.242,0.968,-10.463,0.0806,0.472,0.000518,0.361,143.765,spotify:track:5Zq8FzoAXm8GLvxRorbGrd,More Than Fashion,D.Y.S.,angry
0.545,0.815,-3.197,0.0868,0.135,0,0.758,170.058,spotify:track:5oC0AAgJ7RoWOT3HznLMe1,Uneasy Hearts Weigh The Most,Dance Gavin Dance,angry
0.271,0.92,-2.89,0.0572,3.62E-05,3.26E-06,0.36,83.766,spotify:track:7CR0CfMEC6BZBuYLaKSbu9,And I Told Them I Invented Times New Roman,Dance Gavin Dance,angry
0.17,0.89,-3.581,0.0521,0.0166,0.000102,0.233,178.464,spotify:track:0C9d07g8OTaJeZVVmjN0pS,Tree Village,Dance Gavin Dance,angry
0.132,0.178,-20.388,0.035,0.185,0.898,0.0367,86.804,spotify:track:0jWEBKcqWffS5KeVo3vOcz,The Prophecy,Daniel Núñez Martín,angry
0.171,0.393,-14.677,0.0307,0.507,0.941,0.274,76.355,spotify:track:7ec88aDU4qX6wscvpNmNp0,The Battle of Trafalgar,Daniel Núñez Martín,angry
0.437,0.322,-15.418,0.032,0.311,0.916,0.224,109.962,spotify:track:5YqNM6EFBlQW1C4X91mdcu,The Grande Armée marching on Europe,Daniel Núñez Martín,angry
0.262,0.426,-12.165,0.0364,0.36,0.234,0.426,119.939,spotify:track:6sl0c4yajjyY8Wbrk0z2aw,Wellington and Waterloo,Daniel Núñez Martín,angry
0.734,0.608,-9.509,0.325,0.0587,0,0.449,66.719,spotify:track:0PB6JwiBcr8l3lRaLQo9F1,Lumpia,Dank Puffs,angry
0.737,0.881,-5.268,0.177,0.0758,0,0.419,148.439,spotify:track:2DGbSEkVncvcUJzFYN0V9y,When It Rain,Danny Brown,angry
0.751,0.882,-5.605,0.0819,0.0193,0,0.651,140.103,spotify:track:29Zj1r8cek15xe08vNUOLy,Dip,Danny Brown,angry
0.483,0.841,-5.115,0.0964,0.0108,2.71E-06,0.204,114.382,spotify:track:7ItFoQDmQIh3MAPsxiP6Vt,Ain't it Funny,Danny Brown,angry
0.795,0.88,-4.694,0.228,0.26,1.81E-05,0.547,139.969,spotify:track:6l2Q1Jb5c2VycqDEzp5ZlJ,Pneumonia,Danny Brown,angry
0.843,0.607,-8.118,0.381,0.223,0.00665,0.449,75.04,spotify:track:22zxnO9Zy6I2De2RDKZ54x,Dank Tank,DaPhatMack,angry
0.538,0.94,-5.721,0.0359,1.18E-05,0.181,0.448,130.016,spotify:track:6RHg1RkpiVtCWpwO9isQNj,The Reason They Hate Me,Daughters,angry
0.419,0.157,-21.01,0.0353,0.967,0.938,0.0384,126.026,spotify:track:7ebS0vrev3FPj0C1u5Jcl2,Free Shavocado,David Deutsch,angry
0.231,0.911,-6.466,0.399,0.00237,3.83E-06,0.182,196.683,spotify:track:2zVpbyVxxLM5tm7MAMOWVN,Nice Nice,Dazey and the Scouts,angry
0.286,0.951,-4.734,0.156,0.04,0.000411,0.405,188.093,spotify:track:31o1KS0x48HWW8aJ0SuKGQ,Groan,Dazey and the Scouts,angry
0.489,0.891,-4.507,0.0574,1.33E-05,3.16E-06,0.558,145.016,spotify:track:2UMuVwCwPUdTmAYYgd88Fg,New Medicines,Dead Poetic,angry
0.432,0.94,-4.099,0.374,0.159,0,0.225,80.084,spotify:track:5lq6hpsabgw22xRYPHVV5c,The Fever (Aye Aye),Death Grips,angry
0.522,0.962,-4.814,0.0765,0.00388,0.0528,0.415,146.392,spotify:track:4EHv5m2D0zDYYAu4xZoYwm,Death Grips Is Online,Death Grips,angry
0.681,0.88,-3.895,0.227,0.0567,0,0.38,124.885,spotify:track:7y8X0Z04gJCKtfrnSAMywJ,Hacker,Death Grips,angry
0.57,0.993,-3.757,0.337,0.00628,0.00796,0.405,87,spotify:track:781V2Y5LPtcpgONEOadadE,Get Got,Death Grips,angry
0.561,0.64,-5.042,0.287,0.0678,0.000387,0.196,78.464,spotify:track:3IrcvqIf3ZiBhf3xdsctRX,Guillotine,Death Grips,angry
0.547,0.884,-1.452,0.366,0.0221,1.33E-06,0.608,146.75,spotify:track:5fDj1YVNR04RtQNP4iYapO,No Love,Death Grips,angry
0.525,0.645,-4.638,0.0615,0.00175,5.94E-05,0.117,95.225,spotify:track:0ynz4gps9rvFEsz1bz43Iz,Come Up And Get Me,Death Grips,angry
0.421,0.961,-3.205,0.478,0.0156,0,0.71,176.812,spotify:track:5wtlMHHDKJuokR4a02thk2,Three Bedrooms In A Good Neighborhood,Death Grips,angry
0.54,0.909,-4.49,0.071,0.049,0,0.494,107.025,spotify:track:6yaYG1GgD0cYJvvbB02iRz,Warping,Death Grips,angry
0.603,0.944,-3.626,0.347,0.0481,0,0.418,130.035,spotify:track:7nCONy10IHp7XD3oYZ0lcx,I've Seen Footage,Death Grips,angry
0.732,0.656,-9.377,0.0886,0.121,1.91E-05,0.169,127.952,spotify:track:1iBZqPmS2HjeTm9oRtvwqT,Sanjuro,Denzel Curry,angry
0.762,0.537,-5.573,0.0501,0.00351,0.00215,0.364,121.995,spotify:track:5GC39eRKcLeYTS3jMIAJOj,Equalizer,Denzel Curry,angry
0.785,0.878,-5.062,0.182,0.171,0,0.483,124.012,spotify:track:5yplT3WzriMaDp31SsI0Uc,Hate Government,Denzel Curry,angry
0.729,0.799,-6.136,0.111,0.0573,4.18E-06,0.439,144.025,spotify:track:4d8BSdhx6WT5GtTOWpv4rh,VENGEANCE | VENGEANCE [FEAT. JPEGMAFIA & ZILLAKAMI | JPEGMAF1A + Z1LLAKAM1],Denzel Curry,angry
0.707,0.617,-8.446,0.21,0.0222,0,0.534,160.003,spotify:track:2NjeQLvFsfeKdZoA7dbfL1,PERCS | PERCZ,Denzel Curry,angry
0.377,0.991,-1.205,0.0932,0.00081,4.84E-06,0.258,122.147,spotify:track:1xFzQ7lZeNZkaXeozVWb79,Fences,Destroy Boys,angry
0.457,0.943,-5.271,0.0768,0.216,0.000245,0.373,101.837,spotify:track:2NBxGmbCTLArOiMyWEWsPE,I Threw Glass at My Friend's Eyes and Now I'm on Probation,Destroy Boys,angry
0.416,0.944,-2.485,0.0394,0.000302,0,0.624,97.018,spotify:track:61a0LXQA7wJ64CGzttDaN9,Crybaby,Destroy Boys,angry
0.382,0.972,-3.213,0.0612,0.000215,0.00369,0.198,89.926,spotify:track:7ihrhrqGhR9JjQ2U0WXC9f,Honey I'm Home,Destroy Boys,angry
0.447,0.967,-3.569,0.0678,1.76E-05,0,0.397,102.067,spotify:track:6ZMdte1fFEnDcaUndKs8TA,Methatonin,Destroy Boys,angry
0.385,0.933,-1.988,0.041,0.00522,0,0.526,168.06,spotify:track:7beJ77YtreQqjHQJEQdbxd,Nerve,Destroy Boys,angry
0.292,0.25,-17.926,0.0379,0.992,0.89,0.0974,113.265,spotify:track:1EL7IdAITZVt0ev6K8mvBe,Movement,Diego Cobian,angry
0.336,0.737,-5.461,0.049,0.000515,0.0519,0.327,123.083,spotify:track:268BVxdUkycZ1NUlxtvSkd,Marijuana,DILLY DALLY,angry
0.377,0.432,-13.179,0.0444,0.971,0.932,0.345,87.591,spotify:track:78OAngJhEbBPPI81jFu8Kv,Symphony for Strings Op. 118A (orch. Barshai): 2. Allegretto furioso,Dmitri Shostakovich,angry
0.155,0.176,-15.716,0.0374,0.849,0.818,0.0372,84.962,spotify:track:0P0LAsqiavYc6V54JSeseB,"Symphony No. 5 in D Minor, Op. 47: I. Moderato",Dmitri Shostakovich,angry
0.392,0.29,-14.048,0.0336,0.745,0.781,0.0977,110.509,spotify:track:4oOQrM1KJuR5W13yrHP1uO,"""Hamlet"" - music from the film : The Arrival And Scene Of The Players",Dmitri Shostakovich,angry
0.436,0.477,-15.516,0.0588,0.741,0.952,0.317,103.791,spotify:track:1tMF0tyBj6sqYXCYsQC9JG,"The Gadfly Suite, Op. 97a: XII. Finale",Dmitri Shostakovich,angry
0.421,0.46,-13.568,0.0375,0.966,0.894,0.435,125.925,spotify:track:3DL7joEwJDh9Enw9IBSnjp,"String Quartet No. 8 in C Minor, Op. 110: 2. Allegro molto",Dmitri Shostakovich,angry
0.289,0.397,-14.858,0.048,0.845,0.906,0.347,82.784,spotify:track:6mGBtBDjX349ie8oNLnTM3,Festive Overture,Dmitri Shostakovich,angry
0.462,0.624,-8.213,0.0631,0.758,0.919,0.32,88.205,spotify:track:3qFIwHZMt9EOhNjouKSstx,"Symphony No. 10 in E Minor, Op. 93: II. Allegro",Dmitri Shostakovich,angry
0.841,0.879,-4.336,0.0743,0.0055,0.00211,0.458,128.966,spotify:track:2b1MCbfwRZ1teOX1vSm4Xt,Crazy,Doechii,angry
0.823,0.62,-6.219,0.0671,0.000132,0.000354,0.194,140.082,spotify:track:2aOG6jVZnTqZwEhjGTcFMM,Swamp Bitches (with Rico Nasty),Doechii,angry
0.822,0.654,-4.623,0.132,0.019,0,0.421,119.884,spotify:track:1uNePI826aqh9uC9pgbeHU,Tia Tamera (feat. Rico Nasty),Doja Cat,angry
0.438,0.909,-5.271,0.116,0.000108,0,0.129,126.204,spotify:track:3jQnNbrurDzk0YHc34lL8w,Smash It,Down To Nothing,angry
0.42,0.22,-13.502,0.0325,0.911,0.448,0.231,131.979,spotify:track:4ZAOGWf7hQwoVVErqWs1ft,The Climb,Drew Wiegman,angry
0.271,0.915,-5.097,0.0988,1.36E-05,0.0409,0.474,83.795,spotify:track:49d4jmxM4yyLkJA7NOiQ7M,Firestorm,Earth Crisis,angry
0.407,0.622,-10.123,0.0743,0.000487,0.251,0.607,124.596,spotify:track:63oPpL8PXLd2MU4E4X3svH,The Discipline,Earth Crisis,angry
0.376,0.822,-6.928,0.0455,0.00015,0.629,0.603,106.084,spotify:track:3FUkmuhMgkxwvYuV8lvGwU,Gomorrah's Season Ends,Earth Crisis,angry
0.271,0.92,-4.739,0.0592,0.00013,0.00867,0.267,86.978,spotify:track:7dG40AYWKsBxV3iTaqgfr8,Time Is Now,Ecostrike,angry
0.309,0.924,-10.568,0.0531,0.00513,0.656,0.604,128.322,spotify:track:5fxsZDgzJlm6sypA0FK4CS,Pay for Me,Ed Hall,angry
0.442,0.216,-17.569,0.0555,0.926,0.944,0.574,118.779,spotify:track:5zhuWncJsBKrQ1HhmAKNAg,"Peer Gynt, Op. 23: IV. In the Hall of the Mountain King",Edvard Grieg,angry
0.302,0.119,-18.059,0.0386,0.975,0.887,0.0381,94.4,spotify:track:2Z4aQJh0kesRMookvtfR4y,"Piano Concerto in A Minor, Op. 16: I. Allegro molto moderato",Edvard Grieg,angry
0.493,0.758,-6.458,0.439,0.00201,0,0.46,110.075,spotify:track:2OIVxvKa7XYSiZO7IYyIK5,The Full Retard,El-P,angry
0.386,0.941,-2.168,0.0515,0.00055,0,0.483,90.913,spotify:track:3ybttms1Zl5kfsSl2QxIbP,The Past Should Stay Dead,Emarosa,angry
0.334,0.924,-3.805,0.276,0.00444,0,0.359,170.159,spotify:track:7jDZIM59S1utHXZcmYSEYx,A Toast to the future kids!,Emarosa,angry
0.241,0.86,-5.341,0.0843,0.000158,0,0.383,123.376,spotify:track:01fCsm3Gtrqynv6oNor9lD,Bullets Over Boston,Embrace Today,angry
0.274,0.915,-5.259,0.167,0.0139,7.37E-05,0.419,169.161,spotify:track:7zVv1G1EB8k7BbrTF6f2SQ,Walls,Emery,angry
0.168,0.142,-15.605,0.0359,0.964,0.915,0.0407,148.064,spotify:track:6EMWKO2iDjDnXBueYzdtp9,Lilly's Nightmare,Emil Cambal,angry
0.402,0.511,-11.96,0.0376,0.532,0.671,0.216,140.038,spotify:track:4roTp3FdupQ7VCMlNOeQ3Q,We Shall Never Surrender,Emil Cambal,angry
0.281,0.344,-10.037,0.0341,0.456,0.941,0.0483,94.251,spotify:track:2cI1OrvqZSGVfkf3PPybWF,"L'Ultima Diligenza di Red Rock - From ""The Hateful Eight"" Soundtrack / Versione Integrale",Ennio Morricone,angry
0.193,0.426,-13.029,0.0287,0.348,0.573,0.162,86.928,spotify:track:0ReqPRKFy686uRvhR6bXS7,Beneath the Tides,Eric Heitmann,angry
0.358,0.331,-14.005,0.0437,0.912,0.797,0.121,109.123,spotify:track:39FIII6YTroEGA2G3xJPzI,Equus,Eric Whitacre,angry
0.503,0.881,-4.502,0.0827,0.0261,0,0.597,101.038,spotify:track:1Fu9o08qEKVEwzU8siVcig,Situations,Escape the Fate,angry
0.372,0.904,-4.438,0.106,0.007,1.34E-06,0.362,159.081,spotify:track:50NQdrO55nqwZrDwKny5NH,Not Good Enough For Truth In Cliché,Escape the Fate,angry
0.399,0.955,-5.593,0.163,0.00838,0,0.152,95.498,spotify:track:1z33QOn2Hcq9SfI5pES25L,This War Is Ours (The Guillotine II),Escape the Fate,angry
0.057,0.0609,-14.997,0.0497,0.733,0.964,0.029,62.601,spotify:track:130eF7bHM3yrUkLOCz3wBz,"That Sky was White, this Night is Red",Esslemont,angry
0.162,0.247,-13.127,0.0342,0.909,0.851,0.0397,70.983,spotify:track:5fjMgpIKcm3Woheg2jUDyr,Tephra Horizon,Eydís Evensen,angry
0.509,0.887,-8.12,0.12,0.0115,0.745,0.417,97.353,spotify:track:1BKVFem2XrUGBnpaoI0ITj,You're X'd,Faith,angry
0.494,0.842,-4.784,0.0843,0.00579,0,0.574,162.011,spotify:track:2TfSHkHiFO4gRztVIkggkE,"Sugar, We're Goin Down",Fall Out Boy,angry
0.55,0.938,-3.556,0.0522,0.00171,2.18E-05,0.433,133.99,spotify:track:7ewT0nLFkMD8ONbRibePr9,I Don't Care - Single Version,Fall Out Boy,angry
0.189,0.174,-15.268,0.032,0.69,0.833,0.0953,85.847,spotify:track:14LdFcTA69iDgW1d0fHHD7,Total Bummer,Fat Mike Gets Strung Out,angry
0.256,0.207,-15.921,0.036,0.991,0.938,0.0362,79.452,spotify:track:6m4vduvv515khDhHLsF1Wp,"Mind Palace, Act 2 (Voices Within)",Fation Çumani,angry
0.298,0.208,-14.534,0.0375,0.936,0.828,0.0753,120.066,spotify:track:6qHMZWStLBFM81ePK6il7c,The Fifth Season - Piano & Strings Version,Fation Çumani,angry
0.278,0.414,-8.544,0.0316,0.909,0.842,0.165,131.059,spotify:track:2imVjFQCwVG8YpRdWzfLWX,Minor Dance - Live,Federico Nicola Aschieri,angry
0.471,0.448,-8.09,0.0277,0.802,0.827,0.392,142.195,spotify:track:4AwsVGqWuvq1OQVV6aYLHq,Achilles: Agony and Fury,Federico Nicola Aschieri,angry
0.338,0.311,-10.369,0.0322,0.836,0.899,0.185,132.125,spotify:track:4PJBM58qzG1YbR8OmRJpAI,Dark Light,Federico Nicola Aschieri,angry
0.148,0.258,-13.437,0.0381,0.691,0.874,0.119,63.695,spotify:track:4wg5WLiFZD3phwh2F5ZgV6,Who are you?,Federico Nicola Aschieri,angry
0.198,0.303,-9.648,0.0337,0.965,0.926,0.0398,134.79,spotify:track:5FXjYbZJHGtdZ8GW69x8gO,Wonder Garden,Federico Nicola Aschieri,angry
0.413,0.146,-21.768,0.0382,0.921,0.62,0.298,99.951,spotify:track:75stAKvskB3uVgJiz2ymcH,"Symphony No. 4 in A Major, Op. 90, MWV N16, ""Italian"": IV. Saltarello (Presto)",Felix Mendelssohn,angry
0.326,0.284,-13.131,0.0383,0.902,0.922,0.213,120.732,spotify:track:4I024wasuUj1tEm6t7Uz5x,"Symphony No. 3 In A Minor, Op. 56, MWV N 18 - ""Scottish"": 4. Allegro vivacissimo - Allegro maestoso assai",Felix Mendelssohn,angry
0.346,0.891,-10.16,0.108,1.26E-05,0.502,0.335,133.18,spotify:track:6q8sxjJdzXYzrhuLdmuQwI,Nc-Sxe,Final Exit,angry
0.258,0.735,-4.788,0.0459,2.03E-05,0,0.132,150.049,spotify:track:2DGFNAg4pTPLFKPeQRbGDZ,What It Is To Burn - New Version,Finch,angry
0.409,0.847,-3.939,0.0519,2.17E-05,0,0.336,117.935,spotify:track:1lldOhIq1tf0XyQUBWDeOc,Letters To You,Finch,angry
0.502,0.724,-7.158,0.246,0.396,0,0.576,137.65,spotify:track:1YsWyCYqpA8uZaR9SfYAnY,Newspaper,Fiona Apple,angry
0.431,0.522,-9.022,0.39,0.806,0,0.447,174.085,spotify:track:5BBWr1LUsCH1tECJLAUGnP,For Her,Fiona Apple,angry
0.771,0.515,-10.456,0.0499,0.116,0.000168,0.343,119.961,spotify:track:104YdibC7VQy78xAVmgRYr,Limp,Fiona Apple,angry
0.882,0.858,-4.132,0.111,0.163,5.33E-05,0.311,109.952,spotify:track:1WGIqE7rCmrsERtlIpCGyM,Bed Time,Flo Milli,angry
0.323,0.905,-10.702,0.0795,3.76E-05,0.0491,0.502,100.543,spotify:track:3INPAxFBMlrqtTTZdG6efG,Clear,Floorpunch,angry
0.257,0.857,-11.02,0.0832,1.27E-05,0.0172,0.26,119.673,spotify:track:27GXSDl8uDYZWaOoAqucPy,Intro / Changes,Floorpunch,angry
0.433,0.959,-4.04,0.0431,0.000917,0,0.365,172.984,spotify:track:7x8dCjCr0x6x2lXKujYD34,The Pretender,Foo Fighters,angry
0.372,0.988,-3.576,0.41,0.000641,0.000858,0.198,174.917,spotify:track:0dTsVtRPm6esYQ5455Y8x9,We Can’t Go Back To Normal,Forty Feet Tall,angry
0.205,0.967,-4.586,0.126,5.42E-05,0.000446,0.361,191.197,spotify:track:3hyVqlYYsUhGriDTjdTW3H,A Thousand Ways,Foundation,angry
0.88,0.777,-6.875,0.125,0.164,0.0171,0.974,154.955,spotify:track:46M2hXnaQpueG7vSvgVtVH,GTG,Freddie Dredd,angry
0.69,0.88,-3.525,0.284,0.0384,0.502,0.813,159.933,spotify:track:5V5BHmvpylV0nSc2Yu2Mu4,All Alone,Freddie Dredd,angry
0.725,0.672,-8.141,0.277,0.000228,0.0013,0.696,157.965,spotify:track:1sRqm1JxQL88mrHhMLpQ5y,Want (feat. prodby668),Freddie Dredd,angry
0.21,0.937,-4.596,0.18,0.000415,0,0.311,172.323,spotify:track:7hZ1JuwJm4hZsS8IHnKDt3,Note to Self,From First To Last,angry
0.7,0.788,-4.966,0.337,0.0174,6.20E-06,0.309,128.037,spotify:track:1SZq12HEXiuzitAZqpvk31,Where's My Juul??,Full Tac,angry
0.347,0.869,-3.379,0.0414,1.31E-05,0,0.484,96.388,spotify:track:49W8opgkv41FNWmTYdgjCp,Rookie Of The Year,Funeral For A Friend,angry
0.386,0.949,-3.701,0.0486,0.000105,0,0.55,105.219,spotify:track:6MVhQjz1SNN8IDTBlZwvwG,Roses for the Dead,Funeral For A Friend,angry
0.154,0.121,-22.171,0.0341,0.894,0.946,0.04,97.07,spotify:track:6JTCB20SBH1iBptQWFjx8k,Wild Isles Introduction/Front Tiles,George Fenton,angry
0.322,0.212,-17.808,0.034,0.839,0.841,0.217,81.956,spotify:track:4GsdF7NiH9ut2TxpRwb4Mf,The Child on the Bike,Ghazi Mikdashi,angry
0.35,0.323,-16.93,0.0452,0.959,0.861,0.112,107.633,spotify:track:6abMn6BhmkFFfrnhpFme0Z,Song for Nadia,Ghina bon Drit,angry
0.281,0.286,-17.723,0.0404,0.973,0.91,0.0621,115.28,spotify:track:7tXl3o0c7f32xOM3weX8pt,Beyond my window,Ghina bon Drit,angry
0.35,0.929,-3.483,0.0493,3.08E-06,1.42E-05,0.348,95.026,spotify:track:54rM9pyCX6fbs4LJqa7ogP,No Words,Ghost Heart,angry
0.278,0.136,-18.548,0.0446,0.896,0.671,0.093,103.339,spotify:track:3QaPlDueCFnbJdPCeK0RbM,Guillaume Tell: Guillaume Tell: Overture,Gioachino Rossini,angry
0.37,0.15,-27.532,0.0579,0.991,0.887,0.392,118.904,spotify:track:0IVulRUga7GBKd2GsAG04A,Intertwining the Heart & the Mind,Gisel A Costa,angry
0.243,0.327,-16.681,0.0402,0.853,0.631,0.036,70.312,spotify:track:69nBphnN3HCFq2GM6ZZ6UX,"Messa da requiem: No. 2b, Dies irae. Tuba mirum",Giuseppe Verdi,angry
0.11,0.0512,-19.083,0.0472,0.98,0.126,0.0891,77.1,spotify:track:1lZZ6vSkW9X3kC8SLIQHkm,"Verdi: Nabucco, Act 3: ""Va pensiero, sull`ali dorate"" (Chorus of the Hebrew Slaves)",Giuseppe Verdi,angry
0.272,0.346,-14.01,0.0317,0.926,0.931,0.24,79.773,spotify:track:3By9jCy6b4dv5XnlhvIWwx,Dies Irae,Giuseppe Verdi,angry
0.44,0.916,-4.222,0.266,0.000236,1.94E-05,0.401,124.099,spotify:track:1Si7crvw1M6Kgz9XiAtMiJ,When Legends Rise,Godsmack,angry
0.215,0.911,-4.715,0.0394,6.07E-05,3.47E-06,0.47,183.535,spotify:track:36QG29bbGuJkxNgzY6o9Mu,Love-Hate-Sex-Pain,Godsmack,angry
0.494,0.939,-3.127,0.126,0.00666,0,0.893,177.751,spotify:track:0BRHnOFm6sjxN1i9LJrUDu,The Anthem,Good Charlotte,angry
0.362,0.954,-3.419,0.112,3.41E-06,0.00816,0.554,80.216,spotify:track:00h43Zi1NyfhRUG7QqatNv,Coll-Edge,Good Clean Fun,angry
0.233,0.863,-10.656,0.0769,1.04E-05,0.00174,0.389,168.058,spotify:track:5VxEAEUiym5NWPzgznkflW,Hold Your Ground,Gorilla Biscuits,angry
0.356,0.983,-4.354,0.136,0.00321,2.39E-06,0.19,137.374,spotify:track:7CdGO6KJg20UAAXl7CW8q6,New Direction,Gorilla Biscuits,angry
0.227,0.899,-2.799,0.0736,0.000438,0,0.148,95.298,spotify:track:7oK7mji58Nev6cEWPvYLyV,Cleanse,Graysea,angry
0.531,0.909,-4.236,0.034,0.0175,0,0.814,97.546,spotify:track:1Dr1fXbc2IxaK1Mu8P8Khz,When I Come Around,Green Day,angry
0.552,0.89,-3.409,0.0342,0.000143,0,0.716,146.525,spotify:track:4VgEM12OeaN3GyBV487Me7,Holiday,Green Day,angry
0.582,0.962,-3.037,0.0542,0.0096,0.128,0.506,123.971,spotify:track:7aOor99o8NNLZYElOXlBG1,Highway Tune,Greta Van Fleet,angry
0.535,0.975,-2.959,0.0647,0.0297,0.126,0.689,96.004,spotify:track:2ZMI0QNoqU9fQZFirR9WpK,When The Curtain Falls,Greta Van Fleet,angry
0.583,0.944,-2.448,0.0371,0.00636,0.121,0.465,134.025,spotify:track:2MpZratWHtEtJB0qVdJSPN,Kill V. Maim,Grimes,angry
0.205,0.451,-14.286,0.0399,0.899,0.862,0.0733,81.104,spotify:track:66vs06hve3IhzW0xrvjFz5,"The Planets, Suite for Large Orchestra, Op. 32: I. Mars - The Bringer Of War",Gustav Holst,angry
0.273,0.223,-18.162,0.0399,0.946,0.923,0.165,137.456,spotify:track:7sDR8ZqnDovR5xtsjSdV1u,Jupiter - The Bringer of Jollity,Gustav Holst,angry
0.3,0.297,-14.937,0.037,0.924,0.925,0.279,139.855,spotify:track:59Id4KrBWiizuq53doxWtp,"The Planets, Op. 32: 4. Jupiter, the Bringer of Jollity",Gustav Holst,angry
0.219,0.0866,-20.241,0.0391,0.905,0.949,0.123,82.151,spotify:track:0L13kVx4e8rE43rldDZilG,"Symphony No. 2 ""Resurrection"": Ia. Allegro maestoso",Gustav Mahler,angry
0.42,0.983,-5.171,0.213,0.00136,0,0.259,152.218,spotify:track:3zJQ6YwttoSKX3iRWj0LAo,Still Here,H2O,angry
0.406,0.963,-10.842,0.0408,0.0033,0.000515,0.342,104.729,spotify:track:523qoxtSZJE2io945dAkVk,Something I Learned Today,Hüsker Dü,angry
0.65,0.658,-5.71,0.112,0.333,0,0.862,152.425,spotify:track:1XJSGRCMLh4IpCfyZXJe9J,My Song 5,HAIM,angry
0.473,0.945,-4.059,0.0877,0.000913,0,0.534,97.535,spotify:track:3KtKf4Nj004sozEJhq1N6q,Kiss Me Girl,Hands Off Gretel,angry
0.338,0.982,-4.079,0.181,0.00104,0.00234,0.291,170.329,spotify:track:6rORfOw4UI416oAolzgOXk,She Thinks She's Punk Rock n Roll,Hands Off Gretel,angry
0.315,0.0476,-24.175,0.0423,0.984,0.183,0.161,90.374,spotify:track:7nABKmSJX3oUt53YB1TOsT,Piano Concerto No.1 1st Movement,Hans Lang,angry
0.259,0.96,-5.252,0.226,4.26E-06,0.00172,0.483,132.846,spotify:track:31i08kxzSd6BV0VeRtgfuG,Clash of Views,Hard Stance,angry
0.316,0.963,-9.391,0.077,0,0.897,0.115,164.907,spotify:track:79Af7Uv3J3VNUrC90KFvzI,In a Hole,Harker,angry
0.322,0.813,-7.719,0.0409,0.00549,0.981,0.15,149.987,spotify:track:2L35Ae2dWD0Clz5qZsTxPE,Defenestration Song,Have A Nice Life,angry
0.374,0.479,-7.461,0.035,0.215,0.886,0.116,99.969,spotify:track:1AOisyOwLgQ7EveVBCo0GG,I Don't Love,Have A Nice Life,angry
0.566,0.835,-6.87,0.0742,0.0356,0,0.606,170.066,spotify:track:23DHUWJ7iEieNPMPKvjzBV,Ohio Is For Lovers,Hawthorne Heights,angry
0.352,0.549,-6.893,0.0327,0.118,9.31E-06,0.247,83.948,spotify:track:3eFx554nKpVNe4otynSsK0,Niki Fm,Hawthorne Heights,angry
0.421,0.956,-2.195,0.0725,0.0271,1.36E-05,0.529,168.991,spotify:track:3tNF4ktNoFYVbzd5LAgfMY,Saying Sorry,Hawthorne Heights,angry
0.548,0.691,-13.553,0.0369,0.015,0.106,0.667,137.145,spotify:track:4KfSdst7rW39C0sfhArdrz,Barracuda,Heart,angry
0.602,0.966,-5.023,0.0509,0.0908,0.0129,0.318,135.303,spotify:track:50J6uo6NdZ6AaNVwjkiKfL,Terrorist,Heavens To Betsy,angry
0.474,0.0914,-21.434,0.0383,0.974,0.942,0.173,63.361,spotify:track:6niYiBiI62blwTJ7aSaZAM,"Symphonie fantastique, H. 48: Vb. Songe d'une nuit du Sabbat. Dies irae",Hector Berlioz,angry
0.652,0.909,-7.766,0.408,0.232,0.0325,0.397,126.92,spotify:track:7fHqVBM914EJjzujOnUBFz,Bone Collector,Ho99o9,angry
0.415,0.968,-3.291,0.0838,0.00851,3.75E-06,0.306,142.566,spotify:track:10XIfwzmpn8bFWeHNvbIcq,War Is Hell,Ho99o9,angry
0.494,0.969,-3.695,0.144,1.54E-05,0.00255,0.476,126.013,spotify:track:2TxYbRGmKGbVnSFRWlp1Qx,Skinny Little Bitch,Hole,angry
0.104,0.77,-10.697,0.0438,0.000974,0.157,0.43,188.9,spotify:track:5L3H63sBURBch3bUJ2acIJ,Teenage Whore,Hole,angry
0.487,0.847,-5.881,0.0359,0.00293,0.0633,0.751,128.862,spotify:track:2nbTJN4paC2VOCEGX1kh1x,Plump,Hole,angry
0.12,0.798,-9.415,0.0581,0.39,0.0027,0.18,205.706,spotify:track:1uzefoW8jYXUr4GGDUmPUM,Pretty On The Inside,Hole,angry
